ip,host,host_full,traffic_snd,traffic_rcv,packet_snd,packet_rcv,country,party,input_file,organization
172.253.122.188,google.com,mtalk.google.com,127261,209698,1423,1790,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.8.174,google.com,dl.google.com,24501,1152969,348,427,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
33:33:00:00:00:02,33:33:00:00:00:02,33:33:00:00:00:02,280,0,4,0,XX,Physical,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.7.202,googleapis.com,play.googleapis.com,18609,18790,91,116,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.13.234,googleapis.com,play.googleapis.com,63787,57182,228,325,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.7.196,gstatic.com,t0.gstatic.com,15200,224560,136,112,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.13.78,youtube.com,www.youtube.com,1345,804,11,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.7.227,gstatic.com,www.gstatic.com,147215,3400853,1176,1521,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
54.161.89.102,nest.com,frontdoor.nest.com,1219,1264,9,6,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
151.101.2.114,thespruceeats.com,www.thespruceeats.com,1998,2799,13,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.15.78,youtube.com,www.youtube.com,7821,127168,58,75,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.7.234,googleapis.com,instantmessaging-pa.googleapis.com,52028,39412,254,279,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.12.226,doubleclick.net,googleads.g.doubleclick.net,3020,4630,23,27,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
63.251.112.76,3gl.net,r.3gl.net,2741,6561,12,6,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
24:f0:94:0f:04:90,24:f0:94:0f:04:90,24:f0:94:0f:04:90,126,0,3,0,XX,Physical,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
216.239.35.8,google.com,time.google.com,180,180,2,2,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,Google LLC
199.83.132.142,inspiredtaste.net,www.inspiredtaste.net,2367,9647,19,20,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
35.225.109.224,dropcam.com,oculus1092-us1.dropcam.com,46995648,1913593,37848,28179,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
172.217.164.174,youtube.com,www.youtube.com,21220,125942,158,167,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,Google LLC
224.0.0.251,224.0.0.251,224.0.0.251,283121,0,1169,0,224.0.0.251,Local,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,224.0.0.251
239.255.255.250,239.255.255.250,239.255.255.250,4326,0,8,0,239.255.255.250,Local,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,239.255.255.250
130.211.135.74,dropcam.com,nexus-us1.dropcam.com,34605,31442,137,104,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
33:33:00:00:00:16,33:33:00:00:00:16,33:33:00:00:00:16,890,0,9,0,XX,Physical,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_17.33.55_192.168.110.16.pcap,N/A
34.193.247.142,tidaltv.com,sync.tidaltv.com,2691,6735,15,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.4.183.27,bfmio.com,sync.bfmio.com,2627,6620,15,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.186.225.119,dmxleo.com,public-prod-dspcookiematching.dmxleo.com,6897,8337,42,36,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.186.239.238,eyereturn.com,cm.eyereturn.com,4662,9449,28,27,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.16.91.60,truoptik.com,dmp.truoptik.com,1884,6883,15,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.238.185.170,agkn.com,d.agkn.com,5932,8131,32,21,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.226,doubleclick.net,googleads4.g.doubleclick.net,34387,154531,213,208,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.72.253.37,advertising.com,ads.adaptv.advertising.com,2557,5374,13,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
216.46.185.183,ib-ibi.com,global.ib-ibi.com,8105,9972,36,35,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
8a:58:b7:98:cd:2c,8a:58:b7:98:cd:2c,8a:58:b7:98:cd:2c,3948,3948,94,94,XX,Physical,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.111,pubmatic.com,hbopenbid.pubmatic.com,109816,111773,289,300,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,PubMatic  Inc.
205.185.216.42,flashtalking.com,cdn.flashtalking.com,10172,13312,41,35,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.239.224.60,mobileadtrading.com,track-east.mobileadtrading.com,1916,5846,11,6,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
151.101.0.166,contextweb.com,bh.contextweb.com,30435,34953,99,67,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.68,gstatic.com,t2.gstatic.com,2560,75193,30,28,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.236.93.203,mediavine.com,exchange.mediavine.com,15676,22904,60,49,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
216.46.185.184,mookie1.com,ib.mookie1.com,21538,24278,78,83,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
224.0.0.251,224.0.0.251,224.0.0.251,64306,0,287,0,224.0.0.251,Local,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,224.0.0.251
151.101.1.181,mediavine.com,scripts.mediavine.com,14212,803114,142,159,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.244.213.131,mediabong.net,player.mediabong.net,2098,6981,15,12,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
70.42.32.63,outbrain.com,s.outbrain.com,3872,9388,21,13,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.193.83.157,netmng.com,opx2waycm-atl.netmng.com,3817,7186,20,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.201.110.55,gumgum.com,rtb.gumgum.com,6128,14344,37,29,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
199.83.128.142,inspiredtaste.net,www.inspiredtaste.net,2348,8266,19,15,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.101,pubmatic.com,image8.pubmatic.com,4999,7956,12,14,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.213.108.140,sharedid.org,id.sharedid.org,1885,4441,12,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.244.36.20,adsafeprotected.com,dt.adsafeprotected.com,32537,15192,87,64,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Integral Ad Science  Inc.
3.216.221.13,advertising.com,pixel.advertising.com,8473,9443,49,34,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.16.78.98,tasteofhome.com,www.tasteofhome.com,1873,3374,14,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.223.213.87,placed.com,api.placed.com,2015,6282,11,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.164.163,gstatic.com,p4-eqchlszrsgk6w-tdgtq54t77kiqg2n-326800-s1-v6exp3-v4.metric.gstatic.com,2084,5605,14,12,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
34.195.179.33,springserve.com,sync.springserve.com,3659,6984,22,15,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.212.190.88,advertising.com,pixel.advertising.com,2461,5974,15,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.171.202.176,rundsp.com,match.rundsp.com,2304,6980,13,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.225.191.52,w55c.net,i.w55c.net,4671,8585,25,16,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.106.63.48,owneriq.net,px.owneriq.net,7475,9314,36,23,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
151.101.201.108,adnxs.com,cdn.adnxs.com,2569,37832,19,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.18.101.194,adsymptotic.com,p.adsymptotic.com,8688,8881,44,35,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.18.174.13,food52.com,food52.com,2312,5656,15,12,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
208.185.50.80,rubiconproject.com,token.rubiconproject.com,11872,19332,52,40,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.13.67,gstatic.com,p4-eqchlszrsgk6w-tdgtq54t77kiqg2n-if-v6exp3-v4.metric.gstatic.com,5356,11998,29,26,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.217.52.129,rtb-seller.com,cs.rtb-seller.com,2080,6065,14,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.93.206.103,3lift.com,tlx.3lift.com,10027,26247,56,40,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.213.125.20,adsrvr.org,match.adsrvr.org,7373,10460,41,31,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.113,pubmatic.com,image6.pubmatic.com,25812,30053,61,64,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.154.111.144,doubleverify.com,tps625.doubleverify.com,4346,9688,25,14,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.211.20.91,perf-serving.com,prod.perf-serving.com,2038,6181,14,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
192.35.249.120,spotxchange.com,sync.search.spotxchange.com,7341,8866,33,34,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,SpotXchange  Inc.
159.127.42.82,dotomi.com,match.sync.ad.cpe.dotomi.com,1785,5703,9,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.102,pubmatic.com,lyr.pubmatic.com,19479,14557,20,37,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
50.57.31.206,semasio.net,uipus.semasio.net,17242,19746,88,91,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.244.140.139,openx.net,us-u.openx.net,7090,5662,45,44,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
54.39.53.161,dyntrk.com,c.us1.dyntrk.com,2118,7313,12,6,CA,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.84.227.38,addthis.com,cw.addthis.com,12040,14260,78,65,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.2.255.233,mxptint.net,pmp.mxptint.net,2652,7461,13,12,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.190.90.30,mookie1.com,odr.mookie1.com,2561,5624,18,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.154.111.105,doubleverify.com,tps621.doubleverify.com,10940,23967,53,34,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
68.67.181.211,adnxs.com,nym1-ib.adnxs.com,25540,17912,37,27,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.5.225,ggpht.com,yt3.ggpht.com,8474,79769,70,70,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
173.194.184.10,googlevideo.com,r4---sn-p5qs7nel.googlevideo.com,27903,1978812,237,312,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
52.202.71.214,krxd.net,beacon.krxd.net,7935,9509,47,34,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
173.194.175.155,doubleclick.net,bid.g.doubleclick.net,7933,21554,31,28,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.33.33.37,trustarc.com,choices.trustarc.com,7433,50263,58,47,US,Support party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
34.199.158.234,creative-serving.com,ads.creative-serving.com,2788,7543,14,9,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.36.115.114,pubmatic.com,image4.pubmatic.com,5153,5596,14,11,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.186.236.204,vindicosuite.com,x.vindicosuite.com,2909,6990,18,17,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
172.217.7.238,google.com,clients4.google.com,1132025,1857994,1953,2606,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.86.88.239,bluekai.com,tags.bluekai.com,27059,29271,146,105,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
74.121.138.36,mathtag.com,sync.mathtag.com,18930,14098,69,45,FR,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
72.251.238.254,lijit.com,ce.lijit.com,31113,36018,98,57,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
18.211.234.56,moatads.com,mb.moatads.com,2185,6245,15,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
67.72.99.137,dotomi.com,pubmatic-match.dotomi.com,4919,9523,29,19,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
172.217.7.225,googleusercontent.com,lh4.googleusercontent.com,12120,231693,116,79,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
85.194.240.137,onaudience.com,pixel.onaudience.com,3834,6619,13,9,PL,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
23.92.190.68,lijit.com,ap.lijit.com,31775,26672,114,74,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
159.127.42.44,dotomi.com,aol-match.dotomi.com,2219,4471,14,8,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Conversant  LLC
204.154.111.114,doubleverify.com,tps10263.doubleverify.com,4753,7495,24,14,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
35.211.183.51,bidswitch.net,x.bidswitch.net,46429,117231,203,140,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
173.194.175.156,doubleclick.net,bid.g.doubleclick.net,4643,14308,15,16,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Google LLC
52.6.201.196,yahoo.com,ups.analytics.yahoo.com,27955,52454,167,121,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
195.181.169.2,exelator.com,load77.exelator.com,1987,5349,12,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
3.85.64.250,vidible.tv,acds.prod.vidible.tv,2065,11884,15,8,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
94.23.144.220,erne.co,grey.erne.co,1938,4114,10,7,NL,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.193.83.156,netmng.com,pubmatic2waycm-atl.netmng.com,2201,6076,11,6,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,IgnitionOne  Inc.
172.253.122.188,google.com,google.com,31627,33629,357,450,US,First party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
74.119.119.150,criteo.com,dis.criteo.com,4121,7908,24,17,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Criteo Corp.
52.4.111.14,crwdcntrl.net,sync.crwdcntrl.net,5988,8604,32,22,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
23.73.170.100,betrad.com,c.betrad.com,1989,6546,13,7,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.31.87.10,rtbsrv.com,dmp.rtbsrv.com,1843,9378,15,12,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.74.252.28,adhigh.net,px.adhigh.net,2370,7139,14,10,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
204.2.197.201,media6degrees.com,idpix.media6degrees.com,5740,19362,28,26,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
8.41.222.151,1rx.io,sync.1rx.io,3071,7140,15,13,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
104.16.68.69,districtm.io,dmx.districtm.io,4155,7189,28,18,US,Advertisers,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,N/A
13.35.78.3,mynativeplatform.com,cks.mynativeplatform.com,1984,8541,13,10,US,Third party,/Volumes/Untitled/IoT_lab/American_kitchen_IoT/7c_d9_5c_78_53_3d/2019-11-12_16.43.49_192.168.110.16.pcap,Amazon Technologies Inc.
